gene_id	acronym	PRODUCT	GO	EC	ACTIVITY	KINASE	BEST_HIT	BEST_SCORE	PUBMED	IPR
MtrunA17Chr5g0424461	MtNCR654	Nodule-specific Cysteine-Rich peptide	GO:0016020;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0424891	MtNCR655	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0424921	MtNCR656	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0424951	MtNCR657	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0425031	MtNCR658	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0425111	MtNCR659	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0429331	MtNCR660	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0433461	MtNCR662	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr6g0450411	MtNCR663	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr6g0450491	MtNCR664	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr6g0465051	MtNCR669	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr6g0465091	MtNCR670	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr6g0467171	MtNCR671	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr6g0470911	MtNCR673	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr6g0484041	MtNCR674	Nodule-specific Cysteine-Rich peptide	GO:0090501;GO:0009055;GO:0004540;GO:0022900;GO:0004674;GO:0008889;GO:0006468;GO:0042742;GO:0046658;GO:0005524;GO:0016021;GO:0050832;GO:0030247	3.1.4.46	putative glycerophosphodiester phosphodiesterase	RLK-Pelle_LRK10L-2	NA	NA	PMID:28438996|PMID:29030416	"putative serine/threonine-protein kinase, active"
MtrunA17Chr6g0484881	MtNCR677	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr6g0474201	MtNCR678	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0309981	MtNCR679	Nodule-specific Cysteine-Rich peptide	NA	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	NA
MtrunA17Chr6g0474591	MtNCR683	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr6g0474431	MtNCR684	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0215231	MtNCR685	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0215751	MtNCR687	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0215841	MtNCR688	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0215891	MtNCR689	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0215971	MtNCR692	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0215991	MtNCR693	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0219801	MtNCR694	Nodule-specific Cysteine-Rich peptide	NA	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	NA
MtrunA17Chr7g0224911	MtNCR699	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	NA
MtrunA17Chr7g0225471	MtNCR700	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0226801	MtNCR701	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0227421	MtNCR702	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0227731	MtNCR703	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0232231	MtNCR705	Nodule-specific Cysteine-Rich peptide	GO:0016020;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0232931	MtNCR706	Nodule-specific Cysteine-Rich peptide	NA	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	NA
MtrunA17Chr7g0239561	MtNCR713	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0239611	MtNCR714	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0239931	MtNCR715	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0239951	MtNCR716	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0239971	MtNCR717	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0243661	MtNCR719	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0244161	MtNCR720	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0260451	MtNCR722	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0260461	MtNCR723	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0264691	MtNCR725	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0214891	MtNCR726	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0232721	MtNCR728	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr8g0353641	MtNCR730	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr8g0358221	MtNCR731	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr8g0365121	MtNCR732	Nodule-specific Cysteine-Rich peptide	GO:0016020;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr8g0365131	MtNCR733	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr8g0366271	MtNCR735	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr8g0367721	MtNCR736	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr8g0367791	MtNCR737	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr8g0357471	MtNCR739	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr8g0362101	MtNCR741	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0222431	MtNCR743	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0018841	MtNCR750	Nodule-specific Cysteine-Rich peptide	NA	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	NA
MtrunA17Chr5g0410761	MtNCR751	Nodule-specific Cysteine-Rich peptide	NA	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	NA
MtrunA17Chr5g0433131	MtNCR757	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0090041	MtNCR760	Nodule-specific Cysteine-Rich peptide	NA	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	NA
MtrunA17Chr2g0298791	MtNCR762	Nodule-specific Cysteine-Rich peptide	GO:0016021	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	NA
MtrunA17Chr6g0485061	MtNCR763	Nodule-specific Cysteine-Rich peptide	GO:0016021	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	NA
MtrunA17Chr2g0296961	MtNCR764	Nodule-specific Cysteine-Rich peptide	NA	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	NA
MtrunA17Chr3g0090081	MtNCR768	Nodule-specific Cysteine-Rich peptide	NA	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	NA
MtrunA17Chr3g0086791	MtNCR772	Nodule-specific Cysteine-Rich peptide	NA	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	NA
MtrunA17Chr7g0220071	MtNCR773	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0235221	MtNCR774	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0109251	MtNCR775	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0314421	MtNCR780	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0110541	MtNCR782	Nodule-specific Cysteine-Rich peptide	GO:0016021	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	NA
MtrunA17Chr5g0399381	MtNCR784	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0003824;GO:0008152	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	NA
MtrunA17Chr1g0175511	MtNCR787	Nodule-specific Cysteine-Rich peptide	NA	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	NA
MtrunA17Chr5g0415671	MtNCR793	Nodule-specific Cysteine-Rich peptide	NA	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	NA
MtrunA17Chr5g0415651	MtNCR797	Nodule-specific Cysteine-Rich peptide	GO:0016021	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	NA
MtrunA17Chr2g0306721	MtNCR799	Nodule-specific Cysteine-Rich peptide	GO:0016021	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	NA
MtrunA17Chr8g0368311	MtNCR808	Nodule-specific Cysteine-Rich peptide	GO:0016021	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	NA
MtrunA17Chr5g0433441	MtNCR811	Nodule-specific Cysteine-Rich peptide	NA	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	NA
